,0,1,2,3,4,5,6,7,8,9,10,11,12
30,2,1.37,0.93,1,236871.25,Panamax_1200,BGVAR,TRAMB,UAODS,BGVAR,,,
31,2,1.37,0.93,2,139556.33,Feeder_450,ESAGP,DZORN,DZALG,DZBJA,ESTAR,ESAGP,
32,2,1.37,0.93,1,84068.14,Feeder_800,EGALY,ILASH,EGALY,,,,
33,2,1.37,0.93,1,175516.5,Panamax_1200,ITGIT,TNTUN,DZAAE,DZSKI,ITGIT,,
34,2,1.37,0.93,2,176584.5,Feeder_450,TNTUN,ITTRS,ITSAL,TNTUN,,,
35,2,1.37,0.93,1,99210.89,Feeder_800,EGPSD,EGDAM,ILHFA,LBBEY,EGPSD,,
36,2,1.37,0.93,1,146701.83,Panamax_1200,PTLEI,ESVGO,PTLEI,,,,
37,2,1.37,0.93,2,244143.67,Feeder_450,GRSKG,TRAMB,TRIZM,GRPIR,GRSKG,,
38,2,1.37,0.93,1,239477.14,Feeder_800,ESALG,ESSCT,ESALG,,,,
39,2,1.37,0.93,1,181551.5,Panamax_1200,MACAS,ESAGP,ESVLC,MAPTM,MACAS,,
40,2,1.37,0.93,1,172804.83,Feeder_450,EGPSD,CYLMS,TRMER,SYLTK,EGPSD,,
41,2,1.37,0.93,1,103869.64,Feeder_800,MACAS,ESLPA,MACAS,,,,
42,2,1.37,0.93,1,101278.33,Feeder_450,BGVAR,GEPTI,BGVAR,,,,
43,3,1.31,1.43,2,160489.17,Feeder_450,MACAS,MAAGA,ESVGO,PTLEI,MACAS,,
44,3,1.31,1.43,1,224796.29,Feeder_800,MACAS,ESSCT,MACAS,,,,
45,3,1.31,1.43,2,174768.33,Feeder_450,ESALG,TNSFA,MAPTM,ESALG,,,
46,3,1.31,1.43,1,94521.18,Feeder_800,EGPSD,EGDAM,ILASH,ILHFA,EGPSD,,
47,3,1.31,1.43,1,158427.5,Panamax_1200,MACAS,ESLPA,MACAS,,,,
48,3,1.31,1.43,1,179792.17,Feeder_450,EGPSD,LBBEY,TRMER,SYLTK,EGPSD,,
49,3,1.31,1.43,2,228236.96,Feeder_800,ITGIT,ITSAL,ITTRS,ITGIT,,,
50,3,1.31,1.43,1,253693.33,Panamax_1200,GRSKG,TRIZM,GRPIR,GRSKG,,,
51,3,1.31,1.43,2,152193.67,Feeder_450,ESAGP,DZORN,DZALG,ESTAR,ESBCN,ESVLC,ESAGP
52,3,1.31,1.43,1,108785.64,Feeder_800,TNTUN,DZALG,DZBJA,DZSKI,TNTUN,,
53,3,1.31,1.43,1,133346.83,Panamax_1200,EGALY,CYLMS,EGDAM,EGALY,,,
54,3,1.31,1.43,3,308672.83,Feeder_450,ITGOA,DZAAE,GEPTI,GRPIR,ITSAL,ITGOA,
55,4,0.91,1.47,2,176389.67,Feeder_450,TNTUN,DZSKI,EGALY,TNTUN,,,
56,4,0.91,1.47,1,105645.71,Feeder_800,EGPSD,LBBEY,ILHFA,CYLMS,EGPSD,,
57,4,0.91,1.47,1,163936.33,Panamax_1200,ESALG,ESBCN,ESALG,,,,
58,4,0.91,1.47,3,382320.83,Feeder_450,GRSKG,ITTRS,ITSAL,GRPIR,TRIZM,TRAMB,GRSKG
59,4,0.91,1.47,1,193023.11,Feeder_800,EGPSD,TRMER,SYLTK,EGPSD,,,
60,4,0.91,1.47,1,169233.42,Panamax_1200,ESAGP,DZORN,DZBJA,DZALG,ESAGP,,
61,4,0.91,1.47,3,346560.33,Feeder_450,MACAS,ESVGO,MAPTM,ESSCT,ESLPA,MACAS,
62,4,0.91,1.47,1,188297.32,Feeder_800,BGVAR,UAODS,TRAMB,BGVAR,,,
63,4,0.91,1.47,1,112662.67,Panamax_1200,EGPSD,ILASH,EGDAM,EGPSD,,,
64,4,0.91,1.47,2,167435.83,Feeder_450,ITGIT,ESTAR,ESVLC,DZBJA,DZAAE,ITGIT,
65,4,0.91,1.47,1,126114.64,Feeder_800,BGVAR,GEPTI,BGVAR,,,,
66,4,0.91,1.47,1,197353.33,Panamax_1200,PTLEI,MACAS,MAAGA,PTLEI,,,
67,4,0.91,1.47,1,108011,Feeder_450,ITGOA,TNSFA,ITGOA,,,,
68,5,1.38,1.21,2,278790.83,Feeder_450,TNTUN,SYLTK,TRMER,GRPIR,TNTUN,,
69,5,1.38,1.21,1,111510.29,Feeder_800,ITGIT,TNTUN,DZAAE,ITGIT,,,
70,5,1.38,1.21,1,320909.08,Panamax_1200,MACAS,ESLPA,ESSCT,MACAS,,,
71,5,1.38,1.21,2,291531.5,Feeder_450,EGALY,EGDAM,ILHFA,CYLMS,TRAMB,GRSKG,EGALY
72,5,1.38,1.21,1,94875.71,Feeder_800,EGPSD,EGDAM,LBBEY,EGPSD,,,
73,5,1.38,1.21,1,180874.42,Panamax_1200,ESALG,ESBCN,ESTAR,ESVLC,ESALG,,
74,5,1.38,1.21,3,313017.67,Feeder_450,PTLEI,ESALG,DZORN,ITSAL,TNSFA,ESVGO,PTLEI
75,5,1.38,1.21,2,311050.04,Feeder_800,BGVAR,TRAMB,TRIZM,GEPTI,UAODS,BGVAR,
76,5,1.38,1.21,3,263355.17,Feeder_450,ESAGP,MAPTM,DZALG,DZBJA,ITTRS,ESAGP,
77,5,1.38,1.21,1,110787.04,Feeder_800,ITGOA,DZSKI,DZBJA,ITGOA,,,
78,5,1.38,1.21,1,126373.17,Panamax_1200,MACAS,MAAGA,MACAS,,,,
79,6,1.08,0.83,2,183921.67,Feeder_450,PTLEI,ESVGO,ESTAR,ESVLC,ESAGP,PTLEI,
80,6,1.08,0.83,1,76115.64,Feeder_800,ESALG,MAPTM,ESAGP,ESALG,,,
81,6,1.08,0.83,2,159162,Feeder_450,TNTUN,DZSKI,DZBJA,DZORN,ITGIT,TNTUN,
82,6,1.08,0.83,1,121524.89,Feeder_800,EGPSD,ILHFA,LBBEY,TRMER,EGPSD,,
83,6,1.08,0.83,1,150124,Panamax_1200,MAPTM,MAAGA,MAPTM,,,,
84,6,1.08,0.83,2,284907,Feeder_450,EGPSD,CYLMS,SYLTK,TNSFA,EGPSD,,
85,6,1.08,0.83,3,382494.17,Feeder_450,GRSKG,TRIZM,ITTRS,DZAAE,ITSAL,GRSKG,
86,6,1.08,0.83,1,281128.67,Panamax_1200,MACAS,ESSCT,MACAS,,,,
87,6,1.08,0.83,2,269086.17,Feeder_450,EGALY,GRPIR,BGVAR,UAODS,EGDAM,EGALY,
88,6,1.08,0.83,2,194502.64,Feeder_800,ITGOA,ESBCN,ESTAR,DZALG,DZBJA,ITGOA,
89,7,0.67,0.97,2,201105,Feeder_450,ITGOA,DZAAE,ITSAL,TNSFA,ITGOA,,
90,7,0.67,0.97,1,85896.57,Feeder_800,MACAS,ESAGP,MAPTM,MACAS,,,
91,7,0.67,0.97,2,183316.67,Feeder_450,PTLEI,ESLPA,MAAGA,MACAS,ESVGO,PTLEI,
92,7,0.67,0.97,1,138527.33,Panamax_1200,ESAGP,ESVLC,ESAGP,,,,
93,7,0.67,0.97,3,275979.33,Feeder_450,ITGIT,ILHFA,LBBEY,TRIZM,ITTRS,ITGIT,
94,7,0.67,0.97,1,90861.36,Feeder_800,EGALY,EGDAM,CYLMS,EGALY,,,
95,7,0.67,0.97,1,177250.08,Panamax_1200,ESALG,DZORN,DZBJA,DZALG,ESALG,,
96,7,0.67,0.97,2,367715.5,Feeder_450,GRSKG,TRMER,SYLTK,CYLMS,GRPIR,TRIZM,GRSKG
97,7,0.67,0.97,1,279591.08,Panamax_1200,BGVAR,GEPTI,UAODS,BGVAR,,,
98,7,0.67,0.97,2,132790.67,Feeder_450,TNTUN,ESBCN,ESTAR,DZBJA,DZSKI,TNTUN,
99,8,0.81,1.35,3,279170.17,Feeder_450,ITGOA,DZAAE,ILASH,TNSFA,ITGOA,,
100,8,0.81,1.35,2,233555.71,Feeder_800,EGPSD,EGDAM,ITSAL,EGPSD,,,
101,8,0.81,1.35,3,286061.83,Feeder_450,ITGIT,ITTRS,TRIZM,EGDAM,LBBEY,ILHFA,ITGIT
102,8,0.81,1.35,1,85158.86,Feeder_800,EGALY,CYLMS,EGALY,,,,
103,8,0.81,1.35,1,177250.08,Panamax_1200,ESALG,DZORN,DZALG,DZBJA,ESALG,,
104,8,0.81,1.35,2,362223,Feeder_450,GRSKG,TRIZM,GRPIR,SYLTK,TRMER,GRSKG,
105,8,0.81,1.35,1,279591.08,Panamax_1200,BGVAR,UAODS,GEPTI,BGVAR,,,
106,9,1.16,0.86,2,383325.5,Feeder_450,GRSKG,UAODS,BGVAR,TRMER,GRSKG,,
107,9,1.16,0.86,1,224668.33,Panamax_1200,EGPSD,CYLMS,SYLTK,EGPSD,,,
108,9,1.16,0.86,3,382957.83,Feeder_450,PTLEI,ESVGO,ESSCT,ESALG,ESVLC,ESTAR,PTLEI
109,9,1.16,0.86,1,87847.21,Feeder_800,MACAS,MAAGA,MACAS,,,,
110,9,1.16,0.86,1,211456.17,Panamax_1200,BGVAR,GEPTI,TRAMB,BGVAR,,,
111,9,1.16,0.86,2,209662.5,Feeder_450,ITGOA,ESBCN,ITSAL,TNSFA,ITGOA,,
112,9,1.16,0.86,1,119113.83,Panamax_1200,ESALG,MACAS,MAPTM,ESALG,,,
113,9,1.16,0.86,2,196791.67,Feeder_450,ITGIT,TRIZM,GRPIR,ITTRS,ITGIT,,
114,9,1.16,0.86,2,189348.82,Feeder_800,ESAGP,ESALG,DZORN,DZBJA,DZSKI,DZALG,ESAGP
115,9,1.16,0.86,1,162648.5,Panamax_1200,EGPSD,EGALY,LBBEY,ILHFA,EGDAM,EGPSD,
116,9,1.16,0.86,1,61454.5,Feeder_450,TNTUN,DZSKI,DZAAE,TNTUN,,,
117,10,1.49,0.81,3,357091.83,Feeder_450,MACAS,ESALG,PTLEI,ESVGO,ESSCT,ESLPA,MACAS
118,10,1.49,0.81,1,229944.86,Feeder_800,EGALY,GRSKG,EGALY,,,,
119,10,1.49,0.81,1,147419,Panamax_1200,ESALG,ESVLC,ESALG,,,,
120,10,1.49,0.81,2,251878.67,Feeder_450,EGPSD,CYLMS,GRPIR,TRMER,SYLTK,EGPSD,
121,10,1.49,0.81,1,164456.93,Feeder_800,BGVAR,UAODS,BGVAR,,,,
122,10,1.49,0.81,1,181430.92,Panamax_1200,ESAGP,DZBJA,DZSKI,DZAAE,ESAGP,,
123,10,1.49,0.81,2,176738.67,Feeder_450,MAPTM,MAAGA,DZALG,DZBJA,DZORN,ESALG,MAPTM
124,10,1.49,0.81,2,251231.5,Feeder_800,TNTUN,ITSAL,ITGOA,TNSFA,TNTUN,,
125,10,1.49,0.81,1,154284.83,Panamax_1200,ITGOA,ESBCN,ESTAR,ITGOA,,,
126,10,1.49,0.81,2,175736.33,Feeder_450,BGVAR,GEPTI,TRIZM,TRAMB,BGVAR,,
127,10,1.49,0.81,2,201597.79,Feeder_800,ITGIT,ITTRS,ITGIT,,,,
128,10,1.49,0.81,1,146136.25,Panamax_1200,EGPSD,ILHFA,LBBEY,ILASH,EGDAM,EGPSD,
