,0,1,2,3,4,5,6,7,8,9,10,11,12
100,25,1.29,0.93,3,405023.5,Feeder_800,ESALG,CIABJ,GHTKD,ESALG,,,
101,26,0.79,0.82,5,587669.17,Feeder_450,ESALG,AOLOB,AOLAD,CDBOA,ESALG,,
102,26,0.79,0.82,5,604531.33,Feeder_450,ESALG,CMDLA,GALBV,GAPOG,CGPNR,CDMAT,ESALG
103,27,0.92,0.73,5,587669.17,Feeder_450,ESALG,CDBOA,AOLAD,AOLOB,ESALG,,
104,27,0.92,0.73,3,378139.17,Feeder_450,ESALG,GNCKY,SLFNA,LRMLW,ESALG,,
105,28,1.39,1.12,5,568831.83,Feeder_450,ESALG,GALBV,GAPOG,CDMAT,CGPNR,ESALG,
106,28,1.39,1.12,4,578773.36,Feeder_800,ESALG,CMDLA,NGAPP,ESALG,,,
107,30,0.6,1,4,622625.39,Feeder_800,ESALG,CMDLA,AOLAD,ESALG,,,
108,30,0.6,1,4,448840.17,Feeder_450,ESALG,TGLFW,GAPOG,CIABJ,ESALG,,
109,30,0.6,1,3,465104.71,Feeder_800,ESALG,CIABJ,NGAPP,ESALG,,,
110,30,0.6,1,5,598002,Feeder_450,ESALG,CDBOA,AOLOB,CDMAT,CGPNR,ESALG,
111,30,0.6,1,4,560280.75,Feeder_800,ESALG,GHTKD,BJCOO,GALBV,ESALG,,
112,31,1.14,0.93,4,626290.82,Feeder_800,ESALG,AOLOB,AOLAD,ESALG,,,
113,31,1.14,0.93,4,613459.71,Feeder_800,ESALG,CMDLA,GALBV,GAPOG,ESALG,,
114,31,1.14,0.93,3,428451.71,Feeder_800,ESALG,BJCOO,GHTKD,ESALG,,,
115,31,1.14,0.93,3,469890.32,Feeder_800,ESALG,NGAPP,TGLFW,ESALG,,,
116,31,1.14,0.93,4,619038.5,Feeder_800,ESALG,CDBOA,CGPNR,CDMAT,ESALG,,
117,32,0.62,0.84,4,417107.67,Feeder_450,ESALG,GHTKD,NGAPP,ESALG,,,
118,32,0.62,0.84,5,594823.5,Feeder_450,ESALG,CDMAT,AOLOB,CDBOA,ESALG,,
119,32,0.62,0.84,4,413587.67,Feeder_450,ESALG,TGLFW,LRMLW,ESALG,,,
120,32,0.62,0.84,4,477256.83,Feeder_450,ESALG,CMDLA,GALBV,ESALG,,,
121,32,0.62,0.84,3,429422.82,Feeder_800,ESALG,SLFNA,CIABJ,ESALG,,,
122,32,0.62,0.84,4,613744,Feeder_800,ESALG,GAPOG,CGPNR,AOLAD,ESALG,,
123,33,0.85,1.39,3,340767.17,Feeder_450,ESALG,GNCKY,LRMLW,ESALG,,,
124,33,0.85,1.39,4,626290.82,Feeder_800,ESALG,AOLAD,AOLOB,ESALG,,,
125,33,0.85,1.39,3,309701,Feeder_450,ESALG,CIABJ,ESALG,,,,
126,33,0.85,1.39,3,441154.29,Feeder_800,ESALG,GHTKD,SLFNA,ESALG,,,
127,33,0.85,1.39,5,545197.67,Feeder_450,ESALG,CDBOA,CGPNR,CDMAT,ESALG,,
128,33,0.85,1.39,4,419620.67,Feeder_450,ESALG,NGAPP,BJCOO,ESALG,,,
129,34,1.26,1.38,4,585026.54,Feeder_800,ESALG,BJCOO,CMDLA,GAPOG,ESALG,,
130,34,1.26,1.38,3,438572.21,Feeder_800,ESALG,GHTKD,LRMLW,ESALG,,,
131,34,1.26,1.38,5,586825.33,Feeder_450,ESALG,GALBV,CDMAT,CGPNR,CDBOA,ESALG,
132,34,1.26,1.38,4,422715.5,Feeder_450,ESALG,TGLFW,NGAPP,ESALG,,,
133,35,0.56,0.74,4,623544.11,Feeder_800,ESALG,CMDLA,CGPNR,CDBOA,ESALG,,
134,35,0.56,0.74,4,413641,Feeder_450,ESALG,NGAPP,ESALG,,,,
135,35,0.56,0.74,3,425551.71,Feeder_800,ESALG,BJCOO,ESALG,,,,
136,35,0.56,0.74,3,441154.29,Feeder_800,ESALG,SLFNA,GHTKD,ESALG,,,
137,35,0.56,0.74,4,444397.33,Feeder_450,ESALG,GHTKD,GALBV,ESALG,,,
138,35,0.56,0.74,5,567929.33,Feeder_450,ESALG,AOLAD,CDMAT,GAPOG,ESALG,,
139,35,0.56,0.74,3,460235.64,Feeder_800,ESALG,TGLFW,LRMLW,ESALG,,,
140,36,0.94,1.33,4,613459.71,Feeder_800,ESALG,GAPOG,GALBV,CMDLA,ESALG,,
141,36,0.94,1.33,3,426686.93,Feeder_800,ESALG,CIABJ,TGLFW,ESALG,,,
142,36,0.94,1.33,5,691527.64,Feeder_800,ESALG,CDMAT,AOLOB,CGPNR,ESALG,,
143,36,0.94,1.33,3,296865,Feeder_450,ESALG,SLFNA,ESALG,,,,
144,36,0.94,1.33,4,616361.5,Feeder_800,ESALG,AOLAD,CDBOA,ESALG,,,
145,36,0.94,1.33,5,508410.33,Feeder_450,ESALG,CDBOA,GHTKD,ESALG,,,
146,37,1.5,0.75,3,465420.5,Feeder_800,ESALG,SLFNA,BJCOO,ESALG,,,
147,37,1.5,0.75,4,379766.67,Feeder_450,ESALG,TGLFW,GHTKD,ESALG,,,
148,37,1.5,0.75,3,396152.07,Feeder_800,ESALG,SNDKR,CIABJ,ESALG,,,
149,37,1.5,0.75,4,483194.5,Feeder_450,ESALG,GALBV,NGAPP,ESALG,,,
150,37,1.5,0.75,4,471826.33,Feeder_450,ESALG,CMDLA,GAPOG,ESALG,,,
151,38,1.13,0.78,3,426686.93,Feeder_800,ESALG,TGLFW,CIABJ,ESALG,,,
152,38,1.13,0.78,5,596232.33,Feeder_450,ESALG,GALBV,GAPOG,CGPNR,AOLOB,ESALG,
153,38,1.13,0.78,4,547232.82,Feeder_800,ESALG,BJCOO,CMDLA,ESALG,,,
154,38,1.13,0.78,3,421089.61,Feeder_800,ESALG,SNDKR,GNCKY,LRMLW,ESALG,,
155,38,1.13,0.78,4,647954.32,Feeder_800,ESALG,CDMAT,AOLAD,CDBOA,ESALG,,
156,39,0.73,0.67,4,540592.5,Feeder_800,ESALG,CMDLA,ESALG,,,,
157,39,0.73,0.67,5,568590.83,Feeder_450,ESALG,CDMAT,GALBV,GAPOG,ESALG,,
158,39,0.73,0.67,3,321161.33,Feeder_450,ESALG,GHTKD,ESALG,,,,
159,39,0.73,0.67,5,529325.33,Feeder_450,ESALG,AOLOB,CIABJ,ESALG,,,
160,39,0.73,0.67,3,388834.57,Feeder_800,ESALG,CIABJ,ESALG,,,,
161,39,0.73,0.67,4,619158.39,Feeder_800,ESALG,CGPNR,AOLAD,CDBOA,ESALG,,
162,40,0.71,1.18,4,579713.21,Feeder_800,ESALG,AOLAD,ESALG,,,,
163,40,0.71,1.18,5,581895.67,Feeder_450,ESALG,AOLAD,AOLOB,GAPOG,ESALG,,
164,40,0.71,1.18,3,352929.33,Feeder_450,ESALG,SNDKR,LRMLW,SLFNA,ESALG,,
165,40,0.71,1.18,3,434117.64,Feeder_800,ESALG,TGLFW,BJCOO,ESALG,,,
166,40,0.71,1.18,4,378806,Feeder_450,ESALG,BJCOO,ESALG,,,,
167,40,0.71,1.18,4,483194.5,Feeder_450,ESALG,NGAPP,GALBV,ESALG,,,
168,40,0.71,1.18,4,620662.57,Feeder_800,ESALG,CDBOA,CMDLA,ESALG,,,
169,40,0.71,1.18,3,401285.5,Feeder_800,ESALG,GHTKD,ESALG,,,,
170,40,0.71,1.18,5,500602.83,Feeder_450,ESALG,CDMAT,CGPNR,ESALG,,,
171,41,0.64,1.32,3,299975,Feeder_450,ESALG,SNDKR,SLFNA,ESALG,,,
172,41,0.64,1.32,5,547667.83,Feeder_450,ESALG,CMDLA,AOLAD,ESALG,,,
173,41,0.64,1.32,5,518888,Feeder_450,ESALG,AOLAD,BJCOO,ESALG,,,
174,41,0.64,1.32,4,411042.5,Feeder_450,ESALG,BJCOO,GNCKY,ESALG,,,
175,41,0.64,1.32,4,642813.57,Feeder_800,ESALG,AOLOB,GALBV,ESALG,,,
176,41,0.64,1.32,5,576899.5,Feeder_450,ESALG,GALBV,GAPOG,CDBOA,CGPNR,ESALG,
177,41,0.64,1.32,4,417704.17,Feeder_450,ESALG,GWOXB,LRMLW,ESALG,,,
178,41,0.64,1.32,4,376613.33,Feeder_450,ESALG,TGLFW,ESALG,,,,
179,42,1.14,1.5,4,578135.29,Feeder_800,ESALG,CGPNR,CMDLA,ESALG,,,
180,42,1.14,1.5,4,472958,Feeder_450,ESALG,CMDLA,NGAPP,ESALG,,,
181,42,1.14,1.5,5,512883,Feeder_450,ESALG,CDMAT,TGLFW,ESALG,,,
182,42,1.14,1.5,3,422948.93,Feeder_800,ESALG,TGLFW,ESALG,,,,
183,42,1.14,1.5,4,613703.25,Feeder_800,ESALG,AOLOB,BJCOO,ESALG,,,
184,42,1.14,1.5,5,507916.67,Feeder_450,ESALG,CIABJ,CDBOA,ESALG,,,
185,42,1.14,1.5,4,616361.5,Feeder_800,ESALG,CDBOA,AOLAD,ESALG,,,
186,42,1.14,1.5,5,506093.33,Feeder_450,ESALG,AOLAD,ESALG,,,,
