,0,1,2,3,4,5,6,7,8,9,10,11,12
100,25,1.29,0.93,3,405023.5,Feeder_800,ESALG,CIABJ,GHTKD,ESALG,,,
101,26,0.79,0.82,5,587669.17,Feeder_450,ESALG,AOLOB,AOLAD,CDBOA,ESALG,,
102,26,0.79,0.82,5,604531.33,Feeder_450,ESALG,CMDLA,GALBV,GAPOG,CGPNR,CDMAT,ESALG
103,27,0.92,0.73,5,587669.17,Feeder_450,ESALG,CDBOA,AOLAD,AOLOB,ESALG,,
104,27,0.92,0.73,3,378139.17,Feeder_450,ESALG,GNCKY,SLFNA,LRMLW,ESALG,,
105,28,1.39,1.12,5,568831.83,Feeder_450,ESALG,GALBV,GAPOG,CDMAT,CGPNR,ESALG,
106,28,1.39,1.12,4,578773.36,Feeder_800,ESALG,CMDLA,NGAPP,ESALG,,,
107,30,0.6,1,4,622625.39,Feeder_800,ESALG,CMDLA,AOLAD,ESALG,,,
108,30,0.6,1,4,448840.17,Feeder_450,ESALG,TGLFW,GAPOG,CIABJ,ESALG,,
109,30,0.6,1,3,465104.71,Feeder_800,ESALG,CIABJ,NGAPP,ESALG,,,
110,30,0.6,1,5,598002,Feeder_450,ESALG,CDBOA,AOLOB,CDMAT,CGPNR,ESALG,
111,30,0.6,1,4,560280.75,Feeder_800,ESALG,GHTKD,BJCOO,GALBV,ESALG,,
112,31,1.14,0.93,4,626290.82,Feeder_800,ESALG,AOLOB,AOLAD,ESALG,,,
113,31,1.14,0.93,4,613459.71,Feeder_800,ESALG,CMDLA,GALBV,GAPOG,ESALG,,
114,31,1.14,0.93,3,428451.71,Feeder_800,ESALG,BJCOO,GHTKD,ESALG,,,
115,31,1.14,0.93,3,469890.32,Feeder_800,ESALG,NGAPP,TGLFW,ESALG,,,
116,31,1.14,0.93,4,619038.5,Feeder_800,ESALG,CDBOA,CGPNR,CDMAT,ESALG,,
117,32,0.62,0.84,4,417107.67,Feeder_450,ESALG,GHTKD,NGAPP,ESALG,,,
118,32,0.62,0.84,5,594823.5,Feeder_450,ESALG,CDMAT,AOLOB,CDBOA,ESALG,,
119,32,0.62,0.84,4,413587.67,Feeder_450,ESALG,TGLFW,LRMLW,ESALG,,,
120,32,0.62,0.84,4,477256.83,Feeder_450,ESALG,CMDLA,GALBV,ESALG,,,
121,32,0.62,0.84,3,429422.82,Feeder_800,ESALG,SLFNA,CIABJ,ESALG,,,
122,32,0.62,0.84,4,613744,Feeder_800,ESALG,GAPOG,CGPNR,AOLAD,ESALG,,
