,0,1,2,3,4,5,6,7,8,9,10,11,12
42,20,1.1,1.11,3,287883,Feeder_450,DEBRV,FIRAU,FIKTK,RULED,PLGDY,DEBRV,
43,21,0.75,1.23,2,254404.5,Feeder_450,DEBRV,FIRAU,PLGDY,SEGOT,DEBRV,,
44,21,0.75,1.23,2,259077.89,Feeder_800,DEBRV,RULED,FIKTK,RUKGD,DKAAR,DEBRV,
45,22,1.28,0.89,2,288300.61,Feeder_800,DEBRV,SEGOT,NOKRS,NOSVG,NOBGO,NOAES,DEBRV
46,23,0.98,0.92,2,192249.17,Feeder_450,DEBRV,PLGDY,RUKGD,DKAAR,DEBRV,,
47,24,1.29,0.89,2,269643.83,Feeder_450,DEBRV,NOAES,NOBGO,NOSVG,NOKRS,PLGDY,DEBRV
48,24,1.29,0.89,1,151114.71,Feeder_800,DEBRV,SEGOT,DKAAR,DEBRV,,,
49,24,1.29,0.89,3,266773,Feeder_450,DEBRV,RUKGD,FIKTK,RULED,FIRAU,DEBRV,
50,25,0.87,1.12,3,266773,Feeder_450,DEBRV,FIRAU,RULED,FIKTK,RUKGD,DEBRV,
51,26,0.58,0.52,2,214283,Feeder_450,DEBRV,NOKRS,FIRAU,DEBRV,,,
52,26,0.58,0.52,2,268029.07,Feeder_800,DEBRV,PLGDY,RUKGD,FIKTK,RULED,DEBRV,
53,27,0.95,1.09,1,124573.67,Feeder_450,DEBRV,NOKRS,DKAAR,DEBRV,,,
54,27,0.95,1.09,2,308766.07,Feeder_800,DEBRV,SEGOT,PLGDY,RUKGD,NOAES,DEBRV,
55,27,0.95,1.09,1,105967,Feeder_450,DEBRV,NOBGO,NOSVG,DEBRV,,,
56,29,1.06,1.1,2,298870.61,Feeder_800,DEBRV,PLGDY,RUKGD,DKAAR,SEGOT,NOKRS,DEBRV
57,31,0.73,1.13,3,339840.14,Feeder_800,DEBRV,FIRAU,RULED,FIKTK,RUKGD,DEBRV,
58,31,0.73,1.13,2,185047.17,Feeder_450,DEBRV,DKAAR,PLGDY,DEBRV,,,
59,32,0.65,0.6,1,79572,Feeder_450,DEBRV,NOSVG,DEBRV,,,,
60,32,0.65,0.6,2,254601.11,Feeder_800,DEBRV,SEGOT,RUKGD,PLGDY,DEBRV,,
61,32,0.65,0.6,2,229288.33,Feeder_450,DEBRV,DKAAR,NOKRS,NOBGO,NOAES,DEBRV,
62,33,0.73,0.75,1,105967,Feeder_450,DEBRV,NOSVG,NOBGO,DEBRV,,,
63,33,0.73,0.75,2,251881.43,Feeder_800,DEBRV,NOKRS,PLGDY,RUKGD,DEBRV,,
64,33,0.73,0.75,1,116464.67,Feeder_450,DEBRV,NOAES,DEBRV,,,,
65,34,1.31,1.22,2,280819.57,Feeder_800,DEBRV,FIRAU,RULED,RUKGD,DEBRV,,
66,34,1.31,1.22,2,167346,Feeder_450,DEBRV,DKAAR,NOBGO,DEBRV,,,
67,34,1.31,1.22,1,168426.71,Feeder_800,DEBRV,NOSVG,NOKRS,SEGOT,DEBRV,,
68,34,1.31,1.22,2,203194.83,Feeder_450,DEBRV,PLGDY,FIKTK,DEBRV,,,
69,35,1.27,1.08,2,204190,Feeder_450,DEBRV,PLGDY,RUKGD,NOKRS,DEBRV,,
70,35,1.27,1.08,2,262174.43,Feeder_800,DEBRV,SEGOT,NOSVG,NOBGO,NOAES,DEBRV,
71,36,1.34,1.37,2,184404.17,Feeder_450,DEBRV,NOBGO,NOSVG,NOAES,DEBRV,,
72,36,1.34,1.37,1,156558.29,Feeder_800,DEBRV,NOKRS,SEGOT,DEBRV,,,
73,36,1.34,1.37,2,205945.5,Feeder_450,DEBRV,DKAAR,FIRAU,DEBRV,,,
